system:index,ACRES,CNTY,endyear,orch_id,orchard_bsi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_savi_fill,orchard_savi_mean,orchard_savi_stddev,period_end_date,period_start_date,season,stability_score,startyear,time_period,.geo
4_005d0000000000007b41,32.67,Kern,2023,005d0000000000007b41,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b42,34.38,Kern,2023,005d0000000000007b42,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b43,19.85,Kern,2023,005d0000000000007b43,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b44,46.99,Kern,2023,005d0000000000007b44,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b45,75.68,Kern,2023,005d0000000000007b45,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b46,78.29,Kern,2023,005d0000000000007b46,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b47,75.81,Kern,2023,005d0000000000007b47,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b49,114.1,Kern,2023,005d0000000000007b49,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b4a,11.84,Kern,2023,005d0000000000007b4a,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b4b,7.3,Kern,2023,005d0000000000007b4b,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b4c,4.78,Kern,2023,005d0000000000007b4c,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b4d,119.29,Kern,2023,005d0000000000007b4d,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b4f,18.58,Kern,2023,005d0000000000007b4f,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b50,151.08,Kern,2023,005d0000000000007b50,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b51,245.12,Kern,2023,005d0000000000007b51,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b52,107.2,Kern,2023,005d0000000000007b52,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b53,8.85,Kern,2023,005d0000000000007b53,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b54,109.21,Kern,2023,005d0000000000007b54,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b55,35.23,Kern,2023,005d0000000000007b55,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b56,73.44,Kern,2023,005d0000000000007b56,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b57,20.33,Kern,2023,005d0000000000007b57,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b58,45.27,Kern,2023,005d0000000000007b58,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b59,130.21,Kern,2023,005d0000000000007b59,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b5a,89.39,Kern,2023,005d0000000000007b5a,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b5b,146.98,Kern,2023,005d0000000000007b5b,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b5c,155.98,Kern,2023,005d0000000000007b5c,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b5f,120.01,Kern,2023,005d0000000000007b5f,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b60,149.83,Kern,2023,005d0000000000007b60,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b61,149.38,Kern,2023,005d0000000000007b61,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b62,311.17,Kern,2023,005d0000000000007b62,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b65,172.32,Kern,2023,005d0000000000007b65,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b67,86.94,Kern,2023,005d0000000000007b67,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b6b,8.62,Kern,2023,005d0000000000007b6b,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b6e,61.3,Kern,2023,005d0000000000007b6e,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b70,91.61,Kern,2023,005d0000000000007b70,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b71,13.98,Kern,2023,005d0000000000007b71,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b72,323.86,Kern,2023,005d0000000000007b72,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b73,21.86,Kern,2023,005d0000000000007b73,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b74,128.81,Kern,2023,005d0000000000007b74,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b75,146.04,Kern,2023,005d0000000000007b75,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b76,150.53,Kern,2023,005d0000000000007b76,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b77,534.13,Kern,2023,005d0000000000007b77,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b78,140.73,Kern,2023,005d0000000000007b78,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b79,16.06,Kern,2023,005d0000000000007b79,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b7a,83.01,Kern,2023,005d0000000000007b7a,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b7b,147.8,Kern,2023,005d0000000000007b7b,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b7e,156.17,Kern,2023,005d0000000000007b7e,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b80,112.16,Kern,2023,005d0000000000007b80,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b81,823.73,Kern,2023,005d0000000000007b81,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b83,308.42,Kern,2023,005d0000000000007b83,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b84,79.33,Kern,2023,005d0000000000007b84,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b86,303.67,Kern,2023,005d0000000000007b86,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b87,145.98,Kern,2023,005d0000000000007b87,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b8c,14.16,Kern,2023,005d0000000000007b8c,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b90,10.12,Kern,2023,005d0000000000007b90,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b92,146.13,Kern,2023,005d0000000000007b92,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b93,94.9,Kern,2023,005d0000000000007b93,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b94,71.01,Kern,2023,005d0000000000007b94,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b95,69.62,Kern,2023,005d0000000000007b95,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b98,154.56,Kern,2023,005d0000000000007b98,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b99,153.53,Kern,2023,005d0000000000007b99,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b9a,166.8,Kern,2023,005d0000000000007b9a,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b9c,10.73,Kern,2023,005d0000000000007b9c,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b9d,10.41,Kern,2023,005d0000000000007b9d,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007b9f,27.17,Kern,2023,005d0000000000007b9f,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007ba0,24.74,Kern,2023,005d0000000000007ba0,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007ba1,15.66,Kern,2023,005d0000000000007ba1,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007ba4,90.38,Kern,2023,005d0000000000007ba4,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007ba9,153.77,Kern,2023,005d0000000000007ba9,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007baa,309.3,Kern,2023,005d0000000000007baa,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bab,22.65,Kern,2023,005d0000000000007bab,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bad,603.23,Kern,2023,005d0000000000007bad,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bae,264.93,Kern,2023,005d0000000000007bae,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007baf,146.86,Kern,2023,005d0000000000007baf,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bb0,163.85,Kern,2023,005d0000000000007bb0,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bb7,44.32,Kern,2023,005d0000000000007bb7,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bb8,17.17,Kern,2023,005d0000000000007bb8,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bbc,119.04,Kern,2023,005d0000000000007bbc,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bc0,15.05,Kern,2023,005d0000000000007bc0,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bc2,152.86,Kern,2023,005d0000000000007bc2,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bc4,121.26,Kern,2023,005d0000000000007bc4,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bc5,150.28,Kern,2023,005d0000000000007bc5,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bc6,307.66,Kern,2023,005d0000000000007bc6,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bc9,165.78,Kern,2023,005d0000000000007bc9,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bca,146.16,Kern,2023,005d0000000000007bca,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bcb,152.32,Kern,2023,005d0000000000007bcb,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bcc,647.08,Kern,2023,005d0000000000007bcc,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bcf,68.66,Kern,2023,005d0000000000007bcf,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd0,39.23,Kern,2023,005d0000000000007bd0,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd3,11.04,Kern,2023,005d0000000000007bd3,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd4,151.96,Kern,2023,005d0000000000007bd4,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd5,86.39,Kern,2023,005d0000000000007bd5,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd6,111.5,Kern,2023,005d0000000000007bd6,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd7,133.05,Kern,2023,005d0000000000007bd7,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd8,617.09,Kern,2023,005d0000000000007bd8,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bd9,417.62,Kern,2023,005d0000000000007bd9,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bda,142.85,Kern,2023,005d0000000000007bda,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bdb,150.22,Kern,2023,005d0000000000007bdb,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bdc,160.62,Kern,2023,005d0000000000007bdc,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bdd,302.24,Kern,2023,005d0000000000007bdd,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bde,153.68,Kern,2023,005d0000000000007bde,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bdf,153.61,Kern,2023,005d0000000000007bdf,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be0,23.53,Kern,2023,005d0000000000007be0,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be1,124.94,Kern,2023,005d0000000000007be1,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be2,131.96,Kern,2023,005d0000000000007be2,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be3,73.97,Kern,2023,005d0000000000007be3,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be4,155.43,Kern,2023,005d0000000000007be4,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be5,103.08,Kern,2023,005d0000000000007be5,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be6,304.32,Kern,2023,005d0000000000007be6,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be7,148.78,Kern,2023,005d0000000000007be7,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be8,353.55,Kern,2023,005d0000000000007be8,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007be9,152.76,Kern,2023,005d0000000000007be9,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bea,624.21,Kern,2023,005d0000000000007bea,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007beb,129.07,Kern,2023,005d0000000000007beb,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bed,7.07,Kern,2023,005d0000000000007bed,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf0,148.58,Kern,2023,005d0000000000007bf0,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf1,150.29,Kern,2023,005d0000000000007bf1,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf2,133.14,Kern,2023,005d0000000000007bf2,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf3,149.95,Kern,2023,005d0000000000007bf3,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf4,101.94,Kern,2023,005d0000000000007bf4,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf5,137.86,Kern,2023,005d0000000000007bf5,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf7,298.19,Kern,2023,005d0000000000007bf7,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf8,153.22,Kern,2023,005d0000000000007bf8,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bf9,223.69,Kern,2023,005d0000000000007bf9,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bfa,1566.5,Kern,2023,005d0000000000007bfa,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bfb,9.67,Kern,2023,005d0000000000007bfb,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bfc,241.08,Kern,2023,005d0000000000007bfc,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bfe,237.04,Kern,2023,005d0000000000007bfe,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007bff,73.88,Kern,2023,005d0000000000007bff,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007c00,84.9,Kern,2023,005d0000000000007c00,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007c01,130.24,Kern,2023,005d0000000000007c01,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007c05,75.08,Kern,2023,005d0000000000007c05,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007c06,11.68,Kern,2023,005d0000000000007c06,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,7.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007c08,9.42,Kern,2023,005d0000000000007c08,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007c09,2.75,Kern,2023,005d0000000000007c09,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_005d0000000000007c0a,78.14,Kern,2023,005d0000000000007c0a,0,0,0,0,0,0,2018-01-31,2018-01-16,2017_2018,8.0,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
